Period,Year,Month,Month_Name,PSGC_Code,Province,Location,Geography_Status,Current_Region_XII,Model_Eligible,Reported_HIV_Cases,Case_Data_Status,Total_Population,Population_Data_Status,Population_Density_per_km2,Density_Data_Status,Active_Testing_Centers,Center_Data_Status,Cases_per_100k_Monthly,Rolling_12M_Cases,Rolling_12M_Rate_per_100k,Six_Month_Growth_pct,Facility_Need_Score,Facility_Need_Alert,Recommended_Additional_Centers,Source_Notes
01/01/1998,1998,1,January,1208003000,Sarangani,KIAMBA,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,45890,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,110.845,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1204704000,Cotabato,KIDAPAWAN,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,98030,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,273.445,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,1,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206306000,South Cotabato,KORONADAL,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,119579,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,431.693,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,1,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206319000,South Cotabato,LAKE SEBU,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,55829,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,79.528,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206508000,Sultan Kudarat,LAMBAYONG,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,53968,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,217.262,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206506000,Sultan Kudarat,LEBAK,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,61836,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,120.304,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1204705000,Cotabato,LIBUNGAN,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,38843,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,225.177,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206507000,Sultan Kudarat,LUTAYAN,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,44011,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,162.402,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1204710000,Cotabato,M'LANG,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,64770,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,207.53,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1208004000,Sarangani,MAASIM,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,45444,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,90.888,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1204706000,Cotabato,MAGPET,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,37185,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,49.226,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1208005000,Sarangani,MAITUM,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,31178,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,96.11,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1204707000,Cotabato,MAKILALA,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,58801,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,171.132,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1208006000,Sarangani,MALAPATAN,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,55025,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,90.309,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1208007000,Sarangani,MALUNGON,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,71247,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,94.996,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,1,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1204708000,Cotabato,MATALAM,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,54310,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,114.097,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1204709000,Cotabato,MIDSAYAP,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,75795,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,261.362,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,1,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206311000,South Cotabato,NORALA,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,32557,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,265.338,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206509000,Sultan Kudarat,PALIMBANG,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,56057,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,115.82,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1204711000,Cotabato,PIGKAWAYAN,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,36042,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,105.975,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1204712000,Cotabato,PIKIT,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,45104,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,74.601,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206312000,South Cotabato,POLOMOLOK,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,112341,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,331.389,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,1,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206510000,Sultan Kudarat,PRESIDENT QUIRINO,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,30042,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,144.155,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1204713000,Cotabato,PRESIDENT ROXAS,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,34650,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,56.05,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206318000,South Cotabato,SANTO NIÑO,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,27601,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,251.146,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206512000,Sultan Kudarat,SEN. NINOY AQUINO,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,32578,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,39.517,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206313000,South Cotabato,SURALLAH,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,60086,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,111.209,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206316000,South Cotabato,T'BOLI,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,69357,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,77.425,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206511000,Sultan Kudarat,TACURONG,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,71964,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,469.126,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,1,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206314000,South Cotabato,TAMPAKAN,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,28520,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,72.997,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206315000,South Cotabato,TANTANGAN,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,32546,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,256.672,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1204714000,Cotabato,TULUNAN,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,41538,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,184.613,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,1206317000,South Cotabato,TUPI,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,51975,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,227.961,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/01/1998,1998,1,January,UNKNOWN,Unspecified,UNALLOCATED/UNKNOWN,UNMAPPED / UNKNOWN RESIDENCE,No,No,0,CONSTRAINED_DEVELOPMENT_SIMULATION,,NOT_APPLICABLE,,NOT_APPLICABLE,,NOT_APPLICABLE,,0,,0,,NON-SPATIAL,,Consolidated unknown-location residual retained only for regional reconciliation.
01/02/1998,1998,2,February,1208001000,Sarangani,ALABEL,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,59839,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,117.331,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/02/1998,1998,2,February,1204701000,Cotabato,ALAMADA,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,47964,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,60.907,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/02/1998,1998,2,February,1204717000,Cotabato,ALEOSAN,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,25890,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,114.862,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/02/1998,1998,2,February,1204715000,Cotabato,ANTIPAS,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,18444,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,80.824,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/02/1998,1998,2,February,1204718000,Cotabato,ARAKAN,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,35017,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,50.515,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/02/1998,1998,2,February,1206501000,Sultan Kudarat,BAGUMBAYAN,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,46605,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,69.342,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/02/1998,1998,2,February,1206302000,South Cotabato,BANGA,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,60237,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,250.57,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/02/1998,1998,2,February,1204716000,Cotabato,BANISILAN,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,32643,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,56.505,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,35.5,LOW,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
01/02/1998,1998,2,February,1204702000,Cotabato,CARMEN,CURRENT REGION XII,Yes,Yes,0,CONSTRAINED_DEVELOPMENT_SIMULATION,53473,OFFICIAL_2024_ANCHOR_WITH_DEVELOPMENT_BACKCAST,48.083,DEVELOPMENT_ESTIMATE,0,DEVELOPMENT_ESTIMATE,0,0,0,0,42.5,MODERATE,0,Cases constrained to DOH regional and reconciled municipality margins; population anchored to PSA 2024 POPCEN.
